status,severity,fileName,dbId,dbPath,diskPath,dbSize,diskSize,dbModifiedAt,diskModifiedAt,supplierOffers,rawProducts,note
disk-new-unknown-to-db,low,50w侧面.jpg,,,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/伊特/2024/新款路灯资料/LD62 非凡路灯 - 压缩/50w侧面.jpg,,501706,,2024-07-31T10:22:36.000Z,,,File exists on hard drive but has no DB path/name/size match.
disk-new-unknown-to-db,low,50w侧面.jpg,,,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/伊特/2024/新款路灯资料/LD62 非凡路灯/50w侧面.jpg,,1395027,,2024-04-30T00:43:38.000Z,,,File exists on hard drive but has no DB path/name/size match.
disk-new-unknown-to-db,low,50w侧面.jpg,,,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/伊特/伊特给 图片和技术资料/TG121亮剑投光灯灰色灯图/50w侧面.jpg,,1233401,,2023-04-07T07:32:04.000Z,,,File exists on hard drive but has no DB path/name/size match.
disk-new-unknown-to-db,low,50w侧面.jpg,,,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/伊特/伊特给 图片和技术资料/TG121亮剑投光灯灰色灯图/压缩版本/50w侧面.jpg,,278669,,2023-08-11T10:16:30.000Z,,,File exists on hard drive but has no DB path/name/size match.
disk-new-unknown-to-db,low,50W侧面.jpg,,,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/伊特/伊特给 图片和技术资料/LF-L 猛禽二代照片/50W/50W侧面.jpg,,1504500,,2023-08-30T04:08:54.000Z,,,File exists on hard drive but has no DB path/name/size match.
disk-new-unknown-to-db,low,50W侧面.jpg,,,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/伊特/伊特给 图片和技术资料/LF-L 猛禽二代照片/猛禽二代压缩后高清图片/50W/50W侧面.jpg,,791608,,2023-10-31T11:33:00.000Z,,,File exists on hard drive but has no DB path/name/size match.
disk-new-unknown-to-db,low,50w正侧.jpg,,,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/伊特/2024/新款路灯资料/爱为、明灯、兴华路灯/明灯路灯/50w正侧.jpg,,2584327,,2024-06-08T06:19:29.000Z,,,File exists on hard drive but has no DB path/name/size match.
disk-new-unknown-to-db,low,50w正侧.jpg,,,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/伊特/2024/新款路灯资料/爱为、明灯、兴华路灯/兴华路灯/50w正侧.jpg,,2756682,,2024-06-08T06:16:33.000Z,,,File exists on hard drive but has no DB path/name/size match.
disk-new-unknown-to-db,low,50w正侧.JPG,,,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/伊特/2024/新款路灯资料/爱为、明灯、兴华路灯/爱为路灯/50w正侧.JPG,,2629866,,2024-06-08T06:36:00.000Z,,,File exists on hard drive but has no DB path/name/size match.
disk-new-unknown-to-db,low,50W正侧.jpg,,,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/伊特/2024/新款路灯资料/LD61 卓越路灯 - 压缩/50W正侧.jpg,,467417,,2024-07-31T10:23:00.000Z,,,File exists on hard drive but has no DB path/name/size match.
disk-new-unknown-to-db,low,50W正侧.jpg,,,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/伊特/2024/新款路灯资料/LD61 卓越路灯/50W正侧.jpg,,1465283,,2024-04-22T06:33:58.000Z,,,File exists on hard drive but has no DB path/name/size match.
disk-new-unknown-to-db,low,50w正面.jpg,,,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/伊特/2024/新款路灯资料/爱为、明灯、兴华路灯/明灯路灯/50w正面.jpg,,2860373,,2024-06-08T06:19:33.000Z,,,File exists on hard drive but has no DB path/name/size match.
disk-new-unknown-to-db,low,50w正面.jpg,,,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/伊特/2024/新款路灯资料/爱为、明灯、兴华路灯/兴华路灯/50w正面.jpg,,2890444,,2024-06-08T06:16:02.000Z,,,File exists on hard drive but has no DB path/name/size match.
disk-new-unknown-to-db,low,50w正面.jpg,,,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/伊特/2024/新款路灯资料/LD62 非凡路灯 - 压缩/50w正面.jpg,,489408,,2024-07-31T10:22:38.000Z,,,File exists on hard drive but has no DB path/name/size match.
disk-new-unknown-to-db,low,50w正面.jpg,,,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/伊特/2024/新款路灯资料/LD62 非凡路灯/50w正面.jpg,,1527043,,2024-04-30T00:38:47.000Z,,,File exists on hard drive but has no DB path/name/size match.
disk-new-unknown-to-db,low,50w正面.jpg,,,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/伊特/伊特给 图片和技术资料/TG121亮剑投光灯灰色灯图/50w正面.jpg,,1436475,,2023-04-07T07:16:35.000Z,,,File exists on hard drive but has no DB path/name/size match.
disk-new-unknown-to-db,low,50w正面.jpg,,,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/伊特/伊特给 图片和技术资料/TG121亮剑投光灯灰色灯图/压缩版本/50w正面.jpg,,327240,,2023-08-11T10:16:31.000Z,,,File exists on hard drive but has no DB path/name/size match.
disk-new-unknown-to-db,low,50w正面.JPG,,,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/伊特/2024/新款路灯资料/爱为、明灯、兴华路灯/爱为路灯/50w正面.JPG,,2735220,,2024-06-08T06:36:04.000Z,,,File exists on hard drive but has no DB path/name/size match.
disk-new-unknown-to-db,low,50W正面.jpg,,,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/伊特/2024/新款路灯资料/LD61 卓越路灯 - 压缩/50W正面.jpg,,469072,,2024-07-31T10:23:01.000Z,,,File exists on hard drive but has no DB path/name/size match.
disk-new-unknown-to-db,low,50W正面.jpg,,,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/伊特/2024/新款路灯资料/LD61 卓越路灯/50W正面.jpg,,1593535,,2024-04-22T06:34:05.000Z,,,File exists on hard drive but has no DB path/name/size match.
disk-new-unknown-to-db,low,50W正面.jpg,,,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/伊特/伊特给 图片和技术资料/LF-I 迷你二代投光灯/50W正面.jpg,,1295392,,2022-07-11T09:33:13.000Z,,,File exists on hard drive but has no DB path/name/size match.
disk-new-unknown-to-db,low,50W正面.jpg,,,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/伊特/伊特给 图片和技术资料/LF-L 猛禽二代照片/50W/50W正面.jpg,,2181791,,2023-08-30T03:54:26.000Z,,,File exists on hard drive but has no DB path/name/size match.
disk-new-unknown-to-db,low,50W正面.jpg,,,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/伊特/伊特给 图片和技术资料/LF-L 猛禽二代照片/猛禽二代压缩后高清图片/50W/50W正面.jpg,,786032,,2023-10-31T11:33:03.000Z,,,File exists on hard drive but has no DB path/name/size match.
disk-new-unknown-to-db,low,50w背侧.jpg,,,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/伊特/2024/新款路灯资料/爱为、明灯、兴华路灯/明灯路灯/50w背侧.jpg,,2724690,,2024-06-08T06:19:21.000Z,,,File exists on hard drive but has no DB path/name/size match.
disk-new-unknown-to-db,low,50w背侧.jpg,,,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/伊特/2024/新款路灯资料/爱为、明灯、兴华路灯/兴华路灯/50w背侧.jpg,,3010156,,2024-06-08T06:16:25.000Z,,,File exists on hard drive but has no DB path/name/size match.
disk-new-unknown-to-db,low,50w背侧.JPG,,,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/伊特/2024/新款路灯资料/爱为、明灯、兴华路灯/爱为路灯/50w背侧.JPG,,2447587,,2024-06-08T06:35:52.000Z,,,File exists on hard drive but has no DB path/name/size match.
disk-new-unknown-to-db,low,50W背侧面.jpg,,,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/伊特/伊特给 图片和技术资料/LF-I 迷你二代投光灯/50W背侧面.jpg,,1575026,,2022-07-11T09:54:46.000Z,,,File exists on hard drive but has no DB path/name/size match.
disk-new-unknown-to-db,low,50w背面.jpg,,,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/伊特/2024/新款路灯资料/爱为、明灯、兴华路灯/明灯路灯/50w背面.jpg,,3072152,,2024-06-08T06:19:25.000Z,,,File exists on hard drive but has no DB path/name/size match.
disk-new-unknown-to-db,low,50w背面.jpg,,,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/伊特/2024/新款路灯资料/爱为、明灯、兴华路灯/兴华路灯/50w背面.jpg,,3291854,,2024-06-08T06:17:03.000Z,,,File exists on hard drive but has no DB path/name/size match.
disk-new-unknown-to-db,low,50w背面.jpg,,,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/伊特/2024/新款路灯资料/LD62 非凡路灯 - 压缩/50w背面.jpg,,506287,,2024-07-31T10:22:39.000Z,,,File exists on hard drive but has no DB path/name/size match.
disk-new-unknown-to-db,low,50w背面.jpg,,,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/伊特/2024/新款路灯资料/LD62 非凡路灯/50w背面.jpg,,1624516,,2024-04-29T09:06:03.000Z,,,File exists on hard drive but has no DB path/name/size match.
disk-new-unknown-to-db,low,50w背面.jpg,,,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/伊特/伊特给 图片和技术资料/TG121亮剑投光灯灰色灯图/50w背面.jpg,,1663564,,2023-04-07T07:28:30.000Z,,,File exists on hard drive but has no DB path/name/size match.
disk-new-unknown-to-db,low,50w背面.jpg,,,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/伊特/伊特给 图片和技术资料/TG121亮剑投光灯灰色灯图/压缩版本/50w背面.jpg,,375879,,2023-08-11T10:16:29.000Z,,,File exists on hard drive but has no DB path/name/size match.
disk-new-unknown-to-db,low,50w背面.JPG,,,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/伊特/2024/新款路灯资料/爱为、明灯、兴华路灯/爱为路灯/50w背面.JPG,,2713030,,2024-06-08T06:35:56.000Z,,,File exists on hard drive but has no DB path/name/size match.
disk-new-unknown-to-db,low,50W背面.jpg,,,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/伊特/2024/新款路灯资料/LD61 卓越路灯 - 压缩/50W背面.jpg,,466746,,2024-07-31T10:23:02.000Z,,,File exists on hard drive but has no DB path/name/size match.
disk-new-unknown-to-db,low,50W背面.jpg,,,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/伊特/2024/新款路灯资料/LD61 卓越路灯/50W背面.jpg,,1523396,,2024-04-23T00:31:05.000Z,,,File exists on hard drive but has no DB path/name/size match.
disk-new-unknown-to-db,low,50W背面.jpg,,,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/伊特/伊特给 图片和技术资料/LF-I 迷你二代投光灯/50W背面.jpg,,2311011,,2022-07-12T00:11:56.000Z,,,File exists on hard drive but has no DB path/name/size match.
disk-new-unknown-to-db,low,50W背面.jpg,,,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/伊特/伊特给 图片和技术资料/LF-L 猛禽二代照片/50W/50W背面.jpg,,3024062,,2023-08-30T04:03:16.000Z,,,File exists on hard drive but has no DB path/name/size match.
disk-new-unknown-to-db,low,50W背面.jpg,,,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/伊特/伊特给 图片和技术资料/LF-L 猛禽二代照片/猛禽二代压缩后高清图片/50W/50W背面.jpg,,736224,,2023-10-31T11:33:05.000Z,,,File exists on hard drive but has no DB path/name/size match.
disk-new-unknown-to-db,low,50W背面.JPG,,,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/伊特/伊特给 图片和技术资料/新亮剑二代市电路灯30-150W产品图片/新亮剑二代30-150W JPEG/50W背面.JPG,,1815878,,2020-08-10T06:13:02.000Z,,,File exists on hard drive but has no DB path/name/size match.
disk-new-unknown-to-db,low,51d429990d1bf706385a5871b451af7.jpg,,,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/伊特/伊特给 图片和技术资料/战神路灯/详细资料/51d429990d1bf706385a5871b451af7.jpg,,7867639,,2022-04-15T02:17:50.000Z,,,File exists on hard drive but has no DB path/name/size match.
disk-new-unknown-to-db,low,528b8a7b21a8c84347cb400e594e888.jpg,,,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/线条灯办公灯/博华/博华 西欧产品线整理202403/IP65 panel/高清图/528b8a7b21a8c84347cb400e594e888.jpg,,34494,,2022-12-26T05:40:23.000Z,,,File exists on hard drive but has no DB path/name/size match.
disk-new-unknown-to-db,low,545557f370e57d236ba9ca69072151f.jpg,,,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/线条灯办公灯/博华/博华 西欧产品线整理202403/IP65 panel/高清图/545557f370e57d236ba9ca69072151f.jpg,,83643,,2022-12-26T05:40:25.000Z,,,File exists on hard drive but has no DB path/name/size match.
disk-new-unknown-to-db,low,55.jpg,,,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/线条灯办公灯/东电/202310新款/第二代三通线条灯高清图-视频公司制作/第二代三通线条灯高清图-视频公司制作/55.jpg,,1951781,,2023-09-01T09:03:23.000Z,,,File exists on hard drive but has no DB path/name/size match.
disk-new-unknown-to-db,low,56285_FR_IT_DE_26152本.pdf,,,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/台灯/核价/56285_FR_IT_DE_26152本.pdf,,4431591,,2023-02-20T07:56:10.000Z,,,File exists on hard drive but has no DB path/name/size match.
disk-new-unknown-to-db,low,585945514571649734.jpg,,,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/小面板灯/一群狼/一群狼合金面板灯/合金面板灯没有LOGO/585945514571649734.jpg,,357176,,2018-05-15T09:25:28.000Z,,,File exists on hard drive but has no DB path/name/size match.
disk-new-unknown-to-db,low,594f2d5c06ba502801edec875609fe92.jpg,,,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/中千/规格书和图片视频资料/庭院灯/天弓一代+天眼三代 渲染图/594f2d5c06ba502801edec875609fe92.jpg,,7201370,,2025-06-23T03:18:39.200Z,,,File exists on hard drive but has no DB path/name/size match.
disk-new-unknown-to-db,low,5967f5b9d0f0fe14218dc587f3e4b9c.jpg,,,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/工矿灯-隆景/其余产品资料/隆景 高清照片视频/P-HV/HV工矿灯渲染图/渲染图 - 压缩/5967f5b9d0f0fe14218dc587f3e4b9c.jpg,,982456,,2024-05-24T03:09:47.000Z,,,File exists on hard drive but has no DB path/name/size match.
disk-new-unknown-to-db,low,5967f5b9d0f0fe14218dc587f3e4b9c.png,,,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/工矿灯-隆景/其余产品资料/隆景 高清照片视频/P-HV/HV工矿灯渲染图/渲染图/5967f5b9d0f0fe14218dc587f3e4b9c.png,,2154224,,2021-10-11T12:05:18.000Z,,,File exists on hard drive but has no DB path/name/size match.
disk-new-unknown-to-db,low,5ce7f8436123f6dfcc600a4a1d5bc547.png,,,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/线条灯办公灯/博华/202509/防水线条灯RAZ/图片/5ce7f8436123f6dfcc600a4a1d5bc547.png,,2264589,,2025-05-13T12:41:22.000Z,,,File exists on hard drive but has no DB path/name/size match.
disk-new-unknown-to-db,low,5e88ecc3fba1416395938da5e3b10e9.png,,,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/工矿灯-隆景/2025年10月/HB507/HB507/5e88ecc3fba1416395938da5e3b10e9.png,,2659495,,2025-07-02T09:00:47.000Z,,,File exists on hard drive but has no DB path/name/size match.
disk-new-unknown-to-db,low,5mm Magnetic Track Light 2024.pdf,,,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/磁吸灯/汇盈聚/新款 M05+S06/5mm Magnetic Track Light 2024.pdf,,1608935,,2024-10-23T09:40:11.000Z,,,File exists on hard drive but has no DB path/name/size match.
disk-new-unknown-to-db,low,5W 斜视.jpg,,,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/小面板灯/一群狼/全塑筒灯产品图/压缩版本/暗圆/5W 斜视.jpg,,371711,,2023-11-14T06:52:10.000Z,,,File exists on hard drive but has no DB path/name/size match.
disk-new-unknown-to-db,low,5W 正视.jpg,,,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/小面板灯/一群狼/全塑筒灯产品图/压缩版本/暗圆/5W 正视.jpg,,506101,,2023-11-14T06:52:10.000Z,,,File exists on hard drive but has no DB path/name/size match.
disk-new-unknown-to-db,low,5W 背面.jpg,,,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/小面板灯/一群狼/全塑筒灯产品图/压缩版本/暗圆/5W 背面.jpg,,374802,,2023-11-14T06:52:10.000Z,,,File exists on hard drive but has no DB path/name/size match.
disk-new-unknown-to-db,low,6.jpg,,,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/光源/球泡灯管/名威 应急灯管/Emergency Charging Tube/6.jpg,,283659,,2022-03-31T06:35:19.000Z,,,File exists on hard drive but has no DB path/name/size match.
disk-new-unknown-to-db,low,6.jpg,,,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/防潮灯/恒百利/核价 恒百利30cm防潮吸顶灯/LED Bulkhead ( LB - E ) Quotation-Welfull-2022-3-25/6.jpg,,5246474,,2022-03-25T09:31:54.000Z,,,File exists on hard drive but has no DB path/name/size match.
disk-new-unknown-to-db,low,6.jpg,,,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/中千/规格书和图片视频资料/High resolution photos/Solar floodlight WL-SFL-Y Alum Body/6.jpg,,414927,,2022-09-14T02:26:04.000Z,,,File exists on hard drive but has no DB path/name/size match.
disk-new-unknown-to-db,low,6.jpg,,,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/吸顶灯/发客户画册/Decoration Types/6.jpg,,507630,,2022-11-16T10:29:08.000Z,,,File exists on hard drive but has no DB path/name/size match.
disk-new-unknown-to-db,low,6.jpg,,,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/吸顶灯/弘跃/其他产品图/LC-H 弘跃款/高清照片/6.jpg,,396266,,2021-09-19T15:50:12.000Z,,,File exists on hard drive but has no DB path/name/size match.
disk-new-unknown-to-db,low,6.jpg,,,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/吸顶灯/宁波广辉/图片/广辉PP吸顶灯系列图片/S250/6.jpg,,130772,,2021-08-19T08:58:20.000Z,,,File exists on hard drive but has no DB path/name/size match.
disk-new-unknown-to-db,low,6.jpg,,,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/吸顶灯/宁波广辉/图片/广辉PP吸顶灯系列图片/S480/6.jpg,,1257880,,2021-08-23T06:54:20.000Z,,,File exists on hard drive but has no DB path/name/size match.
disk-new-unknown-to-db,low,6.jpg,,,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/线条灯办公灯/博华/博华其余资料/新款 线条灯图片 可以放1平方电线/LED Linear Light ES series - With 1 mm2 cable  - Wellux - 20220712/LLS-A  photos and video/6.jpg,,247358,,2022-07-12T03:20:44.000Z,,,File exists on hard drive but has no DB path/name/size match.
disk-new-unknown-to-db,low,6.jpg,,,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/线条灯办公灯/东电/202304/以前发客户的价格/Wellux LED Linear Light LLD Series Photos/6.jpg,,557264,,2022-08-10T09:15:48.000Z,,,File exists on hard drive but has no DB path/name/size match.
disk-new-unknown-to-db,low,6.jpg,,,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/线条灯办公灯/东电/202304/以前发客户的价格/Wellux LED Linear Light LLD Series Photos/Inside details/6.jpg,,130999,,2022-12-08T02:29:04.000Z,,,File exists on hard drive but has no DB path/name/size match.
disk-new-unknown-to-db,low,6.jpg,,,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/小面板灯/中千 塑料 小面板灯/发客户/Plastic LED Panel - ERP + Standard - Welfull Group/Photos/Recessed - Round/6.jpg,,391497,,2022-01-11T07:40:52.000Z,,,File exists on hard drive but has no DB path/name/size match.
disk-new-unknown-to-db,low,6.jpg,,,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/小面板灯/中千 塑料 小面板灯/发客户/Plastic LED Panel - ERP + Standard - Welfull Group/Photos/Recessed - Square/6.jpg,,430105,,2022-01-11T07:41:04.000Z,,,File exists on hard drive but has no DB path/name/size match.
disk-new-unknown-to-db,low,6.jpg,,,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/小面板灯/中千 塑料 小面板灯/发客户/Plastic LED Panel - ERP + Standard - Welfull Group/Photos/Surface- Round/6.jpg,,356782,,2022-01-11T07:41:16.000Z,,,File exists on hard drive but has no DB path/name/size match.
disk-new-unknown-to-db,low,6.jpg,,,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/小面板灯/中千 塑料 小面板灯/中千塑料小面板灯12.17产品图/DOB Plastic Led Panel Photos- Wellux/Recessed - Round/6.jpg,,391497,,2022-01-11T07:40:52.000Z,,,File exists on hard drive but has no DB path/name/size match.
disk-new-unknown-to-db,low,6.jpg,,,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/小面板灯/中千 塑料 小面板灯/中千塑料小面板灯12.17产品图/DOB Plastic Led Panel Photos- Wellux/Recessed - Square/6.jpg,,430105,,2022-01-11T07:41:04.000Z,,,File exists on hard drive but has no DB path/name/size match.
disk-new-unknown-to-db,low,6.jpg,,,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/小面板灯/中千 塑料 小面板灯/中千塑料小面板灯12.17产品图/DOB Plastic Led Panel Photos- Wellux/Surface- Round/6.jpg,,356782,,2022-01-11T07:41:16.000Z,,,File exists on hard drive but has no DB path/name/size match.
disk-new-unknown-to-db,low,6.png,,,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/中千/规格书和图片视频资料/High resolution photos/耀星新款 高清图/6.png,,9900577,,2023-03-07T07:58:10.000Z,,,File exists on hard drive but has no DB path/name/size match.
disk-new-unknown-to-db,low,6.png,,,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/小面板灯/中千 塑料 小面板灯/中千塑料小面板灯12.17产品图/原图/暗方/6.png,,1811108,,2020-07-28T02:12:05.000Z,,,File exists on hard drive but has no DB path/name/size match.
disk-new-unknown-to-db,low,6.png,,,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/小面板灯/中千 塑料 小面板灯/中千塑料小面板灯12.17产品图/原图/暗圆/6.png,,2205555,,2020-07-28T06:56:23.000Z,,,File exists on hard drive but has no DB path/name/size match.
disk-new-unknown-to-db,low,6.png,,,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/小面板灯/中千 塑料 小面板灯/中千塑料小面板灯12.17产品图/原图/明圆/6.png,,1689749,,2020-07-29T00:48:51.000Z,,,File exists on hard drive but has no DB path/name/size match.
disk-new-unknown-to-db,low,6.png,,,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/小面板灯/中千 塑料 小面板灯/中千塑料小面板灯12.17产品图/原图/High Quality Photo for DOB plastic downlight/recessed round/6.png,,2205555,,2020-07-28T06:56:23.000Z,,,File exists on hard drive but has no DB path/name/size match.
disk-new-unknown-to-db,low,6.png,,,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/小面板灯/中千 塑料 小面板灯/中千塑料小面板灯12.17产品图/原图/High Quality Photo for DOB plastic downlight/recessed square/6.png,,1811108,,2020-07-28T02:12:05.000Z,,,File exists on hard drive but has no DB path/name/size match.
disk-new-unknown-to-db,low,6.png,,,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/小面板灯/中千 塑料 小面板灯/中千塑料小面板灯12.17产品图/原图/High Quality Photo for DOB plastic downlight/surface round/6.png,,1689749,,2020-07-29T00:48:51.000Z,,,File exists on hard drive but has no DB path/name/size match.
disk-new-unknown-to-db,low,60f2899c31a3fa998ca690c446c2cd6c.jpg,,,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/凯晟德/202605/TR-R1 一体路灯/反光杯高清图/300/60f2899c31a3fa998ca690c446c2cd6c.jpg,,45193,,2026-05-05T06:17:13.000Z,,,File exists on hard drive but has no DB path/name/size match.
disk-new-unknown-to-db,low,60f2899c31a3fa998ca690c446c2cd6c的副本.jpg,,,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/凯晟德/202605/TR-R1 一体路灯/反光杯高清图/100/60f2899c31a3fa998ca690c446c2cd6c的副本.jpg,,45193,,2026-05-05T06:17:13.000Z,,,File exists on hard drive but has no DB path/name/size match.
disk-new-unknown-to-db,low,60f2899c31a3fa998ca690c446c2cd6c的副本2.jpg,,,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/凯晟德/202605/TR-R1 一体路灯/反光杯高清图/200/60f2899c31a3fa998ca690c446c2cd6c的副本2.jpg,,45193,,2026-05-05T06:17:13.000Z,,,File exists on hard drive but has no DB path/name/size match.
disk-new-unknown-to-db,low,60f2899c31a3fa998ca690c446c2cd6c的副本3.jpg,,,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/凯晟德/202605/TR-R1 一体路灯/反光杯高清图/500/60f2899c31a3fa998ca690c446c2cd6c的副本3.jpg,,45193,,2026-05-05T06:17:13.000Z,,,File exists on hard drive but has no DB path/name/size match.
disk-new-unknown-to-db,low,60f2899c31a3fa998ca690c446c2cd6c的副本4.jpg,,,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/凯晟德/202605/TR-R1 一体路灯/反光杯高清图/400/60f2899c31a3fa998ca690c446c2cd6c的副本4.jpg,,45193,,2026-05-05T06:17:13.000Z,,,File exists on hard drive but has no DB path/name/size match.
